id,loan_amnt,funded_amnt,funded_amnt_inv,term_months,int_rate,installment,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,last_pymnt_d,collection_recovery_fee,last_pymnt_amnt,last_credit_pull_d,collections_12_mths_ex_med,application_type,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_inq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,disbursement_method
1476479,11000,11000,11000,36,7.96,344.5,0.5,2,42000,0,52018,0,2,1,1,14,0,10312,27.1,30,0,0,11573.35174,11573.35,11000,573.35,0,0,1192020,0,9171.58,19-Feb,0,1,0,2661,22516,0,3,0,1,22,12204,106,0,2,2189,45,38100,3,0,1,3,1732,23857,29.6,0,0,264,86,21,21,0,21,3,1,7,10,8,10,16,11,14,10,14,0,0,0,86.7,0,0,49639,22516,33900,11539,0
1476480,4800,4800,4800,36,5.31,144.53,3,2,220000,1,52018,0,1,0,0,15,0,2144,3.2,40,0,0,4909.599265,4909.6,4800,109.6,0,0,10182020,0,4334.31,18-Oct,0,1,0,0,444898,1,5,1,4,9,183693,37,3,7,1939,19,66700,5,0,1,12,31778,52256,3.9,0,0,114,166,2,2,1,2,9,0,2,2,6,10,23,9,16,2,15,0,0,4,90,0,0,590147,185837,54400,238447,1
1476481,3000,3000,3000,36,20.39,112.09,5,2,110000,2,52018,0,1,0,2,15,1,16321,90.2,27,0,0,3228.169761,3228.17,3000,228.17,0,0,9182020,0,2898.7,18-Nov,0,1,0,0,40115,3,4,1,2,3,23794,58,4,7,4511,66,18100,2,0,2,9,2674,651,94.4,0,0,163,467,6,3,0,6,6,0,5,8,5,11,7,10,19,8,15,0,0,5,95.2,80,1,60512,40115,11600,41247,1
1476482,20000,20000,20000,36,6.71,614.9,4,3,100000,0,52018,0,2,0,0,11,0,14826,48.6,63,0,0,20285.6981,20285.7,20000,285.7,0,0,7182020,0,19648.43,18-Jul,0,1,0,0,523364,0,2,0,0,25,357161,63,0,0,5162,55,30500,2,1,3,0,65421,14136,41.1,0,0,179,199,52,25,1,52,4,0,2,3,7,8,52,8,10,3,11,0,0,0,100,0,0,538924,371987,24000,327424,1
1476483,13000,13000,13000,60,9.58,273.54,4,3,131000,0,52018,0,2,0,0,4,0,11443,55.3,17,0,0,13541.01231,13541.01,13000,541.01,0,0,10182020,0,12443.39,18-Oct,0,1,0,0,579022,0,1,1,2,10,27701,93,0,0,8706,78,20700,1,11,1,4,144756,9257,55.3,0,0,161,204,32,7,3,32,8,0,2,2,2,3,10,2,4,2,4,0,0,2,100,0,0,594530,39144,20700,29830,1
1476484,25000,25000,25000,60,17.47,627.65,10,1,89000,0,52018,0,1,0,0,20,0,28510,59.6,28,0,0,25014.31347,25014.31,25000,14.31,0,0,5182020,0,25062.84,18-Sep,0,1,0,0,41776,1,3,0,1,13,12198,24,3,4,5011,42,47800,2,0,2,5,2089,2116,86.3,0,0,255,66,6,6,0,7,1,0,5,14,5,8,7,16,20,14,20,0,0,3,96.4,80,0,99100,41776,15400,50232,1
1476486,2000,2000,2000,36,19.42,73.74,4,1,46000,1,52018,0,1,0,2,6,0,1913,40.7,10,0,0,2077.319913,2077.32,2000,77.32,0,0,7182020,0,2007.9,18-Oct,0,1,0,0,82100,4,1,1,1,4,9082,60,4,5,0,55,4700,0,5,4,6,13683,,,0,0,35,44,3,3,1,,0,0,0,2,0,0,2,4,7,2,6,0,0,5,100,,0,93482,10995,0,15141,1
1476487,9800,9800,9800,36,19.42,361.32,10,1,55000,2,52018,0,1,0,0,5,0,3871,59.6,9,0,0,10912.38269,10912.38,9800,1112.38,0,0,12182020,0,8765.61,19-Feb,0,1,0,0,242059,0,2,0,2,16,33699,71,1,1,0,65,6500,0,2,2,4,48412,,,0,0,91,88,8,8,1,,12,0,0,2,0,0,5,2,3,2,5,0,0,2,88.9,,0,258443,37570,0,44608,1
1476488,28000,28000,28000,60,21.85,770.95,10,2,83203,0,52018,0,2,0,0,7,0,34647,86.2,13,0,0,28362.99911,28363,28000,363,0,0,6182020,0,2110.98,18-Jul,0,1,0,94,38930,0,1,0,0,53,4283,13,0,1,8192,54,40200,0,1,0,1,5561,5116,63.5,0,0,151,152,15,15,0,15,15,0,3,5,4,6,4,6,9,5,7,0,0,0,91.7,0,0,72325,38930,14000,32125,1
1476489,40000,40000,40000,36,11.98,1328.2,2,1,80000,0,52018,0,1,0,0,16,0,60094,36.6,24,0,0,41337.0788,41337.08,40000,1337.08,0,0,8182020,0,38785.92,18-May,0,2,0,0,460158,1,2,0,2,17,14386,57,2,5,24862,39,164200,2,1,2,7,30677,85075,40.1,0,0,62,58,2,2,2,2,7,0,7,8,11,14,5,13,17,8,16,0,0,2,100,20,0,599263,74480,142000,25463,1
1476490,16000,16000,16000,60,20.39,427.39,3,2,60000,1,52018,0,1,0,2,15,1,2266,16,53,0,0,16504.84073,16504.84,16000,504.84,0,0,7182020,0,16113.7,19-Feb,0,1,0,0,73221,0,2,0,0,25,70955,29,2,10,2249,22,14200,2,0,12,10,5230,6734,25.2,0,0,182,56,8,8,0,14,1,0,3,3,6,7,34,13,19,3,15,0,0,2,100,0,1,89361,73221,9000,75161,1
1476491,25000,25000,25000,60,21.85,688.35,0,1,54000,1,52018,0,1,0,0,6,0,14314,75.3,17,0,0,26704.87937,26704.88,25000,1704.88,0,0,8182020,0,25388.87,18-Jul,0,2,0,170,28422,1,1,0,1,20,14108,79,2,2,7108,77,19000,1,1,3,3,4737,3109,77.8,0,0,144,171,3,3,2,11,1,3,3,5,3,4,4,5,11,5,6,0,0,2,75,66.7,0,36797,28422,14000,17797,1
1476492,5000,5000,5000,36,5.31,150.56,10,3,41000,0,52018,0,2,0,0,13,0,4643,11.4,18,0,0,5142.282824,5142.28,5000,142.28,0,0,1192020,0,2941.31,19-Jan,0,1,0,119,5199,0,1,0,0,60,556,2,0,0,1403,7,40900,0,0,0,0,400,29918,12.5,0,0,124,271,27,27,0,27,,0,5,6,8,10,2,12,16,6,13,0,0,0,100,0,0,74281,5199,34200,33381,1
1476493,11200,11200,11200,36,10.9,366.15,4,2,30000,1,52018,0,5,0,0,12,0,3069,17.5,61,0,0,11847.36531,11847.37,11200,647.37,0,0,12182020,0,9664.03,19-Feb,0,1,0,0,182061,0,7,3,3,9,178992,99,2,5,1710,80,17500,2,3,2,8,15172,12428,15.5,0,0,165,24,9,9,0,9,9,1,2,3,4,4,56,5,5,3,12,0,0,5,93.4,0,0,196977,182061,14700,179477,1
1476494,25000,25000,25000,60,14.03,582.1,10,1,175000,0,52018,0,1,0,0,12,0,70411,83.7,28,0,0,26150.65469,26150.65,25000,1150.65,0,0,8182020,0,25025.42,18-Sep,0,1,0,0,541054,1,3,0,1,20,46984,53,0,0,19332,68,84100,1,0,2,2,45088,13689,83.7,0,0,96,211,81,5,3,81,6,0,8,8,8,14,8,8,15,8,12,0,0,1,100,75,0,597000,117395,84100,88800,1
1476495,30000,30000,30000,36,5.31,903.31,10,1,110000,1,52018,0,1,0,3,14,0,26350,38.9,34,0,0,30647.50759,30647.51,30000,647.51,0,0,10182020,0,31.74,18-Oct,0,1,0,0,256789,1,6,1,3,2,53399,58,0,1,2830,50,67700,4,4,6,4,18342,24443,12.4,0,0,173,191,18,2,5,56,2,0,3,5,3,10,10,7,19,5,14,0,0,1,100,0,0,351381,79749,27900,92731,0
1476497,18000,18000,18000,60,9.43,377.42,0.5,1,27000,0,52018,0,2,0,0,10,0,2540,8.6,15,0,0,18814.74219,18814.74,18000,814.74,0,0,11182020,0,16946.5,18-Nov,0,2,0,0,78961,0,1,0,1,22,15800,66,0,0,2192,34,29400,1,1,0,1,8773,21260,10.7,0,0,107,165,37,22,1,37,22,0,2,2,4,5,2,8,12,2,10,0,0,0,100,0,0,121803,18340,23800,23903,1
1476498,2500,2500,2500,36,10.56,81.33,3,1,50000,2,52018,0,5,0,0,16,0,5537,13.4,47,0,0,2593.186475,2593.19,2500,93.19,0,0,9182020,0,2352.13,18-Dec,0,1,0,100,201702,0,1,1,2,9,27243,92,0,4,4043,46,41400,5,6,6,8,14407,14892,26.3,0,0,194,317,16,8,3,17,0,1,2,3,5,10,19,14,25,3,16,0,0,2,91.5,0,0,241145,32780,20200,29745,1
1476499,40000,40000,40000,36,7.96,1252.72,1,1,160000,1,52018,0,9,1,0,6,0,8411,15.3,13,0,0,40393.84966,40393.85,40000,393.85,0,0,6182020,0,40429.23,18-Sep,0,1,0,0,29030,2,1,1,1,4,20619,94,1,2,4006,38,55000,2,0,4,3,4838,42528,14.1,0,0,99,181,6,4,0,19,4,0,3,4,4,8,3,5,10,4,6,0,0,2,84.6,0,0,76967,29030,49500,21967,1
1476500,12800,12800,12800,36,5.31,385.42,10,1,94000,0,52018,0,8,0,0,17,0,5958,8,35,0,0,12801.94664,12801.95,12800,1.95,0,0,5182020,0,12809.5,18-Jun,0,1,0,0,334684,1,1,0,0,39,9419,33,3,5,3098,16,74800,0,3,1,6,19687,44311,10.8,0,0,39,158,8,2,1,8,10,0,2,3,8,14,1,14,32,3,17,0,0,4,100,0,0,465652,16387,49700,29004,1
1476501,30000,30000,30000,60,26.77,911.95,7,3,75000,1,52018,0,2,0,1,14,0,27300,81.7,22,0,0,35500.40172,35500.4,30000,5500.4,0,0,1192020,0,29205.98,19-Jan,0,2,0,0,426176,2,3,1,3,11,19622,58,3,5,7900,70,33400,0,0,2,8,30441,1025,94.8,0,0,22,197,2,2,1,2,1,0,4,10,4,7,3,10,18,10,14,0,0,4,100,100,0,650701,46922,19800,34013,1
1476502,5000,5000,5000,36,11.98,166.03,7,1,32000,2,52018,0,1,0,0,5,0,3025,42,19,0,0,5354.027248,5354.03,5000,354.03,0,0,12182020,0,4356.19,19-Jan,0,1,0,580,203967,1,1,1,1,5,10084,89,0,0,2296,71,7200,2,1,0,2,50992,404,85,0,0,100,129,41,5,2,123,13,0,1,2,1,3,7,3,10,2,5,0,0,2,94.7,100,0,211846,13109,2700,11321,0
1476503,11200,11200,11200,36,14.07,383.18,0.5,2,40000,2,52018,0,2,0,1,21,0,13780,37,27,0,0,11592.35128,11592.35,11200,392.35,0,0,8182020,0,10693.5,19-Feb,0,1,0,0,64278,5,9,2,4,3,50498,83,10,11,5150,66,37200,0,1,3,15,3061,16212,42.9,0,0,83,122,3,3,0,3,5,0,6,8,8,12,11,12,16,8,21,0,0,12,100,37.5,0,98063,64278,28400,60863,0
1476504,8000,8000,8000,36,10.9,261.54,0.5,2,69000,0,52018,0,2,0,0,12,0,17374,46.5,21,0,0,8347.282496,8347.28,8000,347.28,0,0,10182020,0,7310.81,19-Feb,0,1,0,0,42181,1,2,0,0,27,24807,33,5,6,4407,44,37400,0,0,1,6,3515,7372,62.8,0,0,200,112,1,1,0,10,11,0,5,10,5,5,6,10,15,10,12,0,0,5,100,60,0,84185,42181,19800,46785,0
1476505,30000,30000,29725,36,9.43,960.01,10,1,100000,1,52018,0,2,0,0,5,0,24624,47.1,6,0,0,31604.07837,31314.37,30000,1604.08,0,0,12182020,0,25769.09,19-Feb,0,1,0,0,278921,0,0,0,0,,0,,0,1,18565,47,52300,3,1,3,1,55784,7435,71.4,0,0,,81,13,13,1,13,2,0,1,2,2,3,0,4,5,2,5,0,0,0,100,50,0,321300,24624,26000,0,1
1476506,20000,20000,20000,36,15.04,693.7,3,3,64000,0,52018,0,1,0,0,9,0,24677,89.2,24,0,0,21681.69311,21681.69,20000,1681.69,0,0,12182020,0,17494.42,19-Feb,0,1,0,0,37020,0,2,0,0,36,12343,42,0,0,6663,64,28400,0,0,0,0,4113,3723,89.2,0,0,296,223,34,34,2,34,18,1,7,7,7,8,14,7,8,7,9,0,0,0,95.7,85.7,0,57774,37020,28400,29374,1
1476507,13000,13000,13000,36,10.9,424.99,7,1,85000,2,52018,0,1,0,1,24,1,16857,28.6,40,0,0,13865.77404,13865.77,13000,865.77,0,0,12182020,0,11331.57,19-Feb,0,1,0,0,521414,0,15,0,0,25,180418,87,1,2,6750,63,58900,0,3,1,4,22670,22465,42.2,0,0,197,234,12,12,2,14,6,2,3,4,3,6,20,8,18,4,24,0,0,1,90.9,0,1,632750,197275,38900,240991,1
1476508,8000,8000,8000,36,13.06,269.79,10,2,107000,1,52018,0,8,0,0,27,0,48660,56.9,57,0,0,8337.194442,8337.19,8000,337.19,0,0,8182020,0,7772.35,19-Feb,0,1,0,0,83791,2,5,2,6,4,35131,67,3,7,13946,61,85500,3,3,3,13,3223,11990,75.9,0,0,132,282,2,2,4,9,9,2,8,13,11,16,18,22,35,13,27,0,0,5,96.4,27.3,0,137982,83791,49800,52482,1
1476509,15000,15000,15000,36,10.56,487.97,10,1,100000,2,52018,0,1,1,1,9,0,6424,29.2,17,0,0,15122.95908,15122.96,15000,122.96,0,0,10182020,0,816.68,18-Oct,0,1,0,0,201144,1,3,1,2,1,22628,88,0,0,3628,61,22000,3,1,3,2,25143,13076,32.9,0,0,219,162,51,1,3,51,0,0,2,2,2,4,6,4,8,2,9,0,1,1,88.2,0,0,250353,29052,19500,25695,1
1476510,7700,7700,7700,36,13.58,261.6,3,2,73258,0,52018,0,1,0,2,14,0,14503,55.1,24,0,0,7976.02233,7976.02,7700,276.02,0,0,8182020,0,7197.46,18-Oct,0,1,0,421,41401,1,3,1,5,6,26898,70,3,9,1702,64,26300,0,11,4,14,2957,3593,43.9,0,0,74,45,10,6,0,10,2,0,5,9,6,8,11,11,13,9,14,0,0,4,100,16.7,0,64813,41401,6400,38513,0
1476512,12000,12000,12000,36,6.71,368.94,3,3,43000,1,52018,0,2,0,0,22,0,3645,11.6,34,0,0,12478.10821,12478.11,12000,478.11,0,0,12182020,0,10262.51,19-Jan,0,1,0,0,57766,1,13,3,6,8,54121,87,2,5,2953,62,31300,0,0,0,12,2751,26655,12,0,0,60,112,5,5,0,5,20,0,2,2,8,13,13,9,20,2,22,0,0,6,100,0,0,93876,57766,30300,62576,1
1476513,15000,15000,15000,36,19.42,553.04,10,3,98700,2,52018,0,1,0,2,14,0,22014,43.9,22,0,0,16665.34177,16665.34,15000,1665.34,0,0,12182020,0,13444.2,18-Dec,0,2,0,0,68510,3,3,2,2,1,46496,96,1,2,1982,69,50200,2,5,2,4,4894,15725,15.9,0,0,306,139,1,1,2,45,1,0,5,10,6,7,7,11,13,10,14,0,0,3,100,16.7,0,98661,68510,18700,48461,1
1476514,32000,32000,31975,36,7.34,993.05,10,2,155000,1,52018,0,1,0,1,12,1,22214,38.2,29,0,0,33497.02318,33470.85,32000,1497.02,0,0,1192020,0,20256.45,19-Feb,0,1,0,0,75137,1,4,2,4,2,52923,69,1,5,9000,52,58100,1,3,3,9,6261,24540,46.8,0,0,117,143,10,2,3,10,2,0,5,6,6,11,13,8,13,6,12,0,0,3,100,33.3,1,149895,75137,46100,91795,1
1476515,7500,7500,7500,36,9.92,241.73,10,1,85000,0,52018,0,2,0,1,12,0,7330,59.1,17,0,0,8011.468412,8011.47,7500,511.47,0,0,2192020,0,6085.9,19-Feb,0,1,0,0,252322,1,1,0,0,65,2503,15,1,5,1971,34,12400,2,0,2,5,21027,1340,78.7,0,0,149,178,4,4,1,17,4,0,4,9,4,6,4,10,12,9,12,0,0,1,82.4,75,0,325638,9833,6300,16738,1
1476516,2000,2000,2000,36,15.04,69.37,0,2,9500,1,52018,0,1,0,0,3,0,2025,92,4,0,0,2186.829535,2186.83,2000,186.83,0,0,1192020,0,1700.4,19-Jan,0,2,0,0,2025,0,0,0,0,,0,,0,1,1450,92,2200,0,0,0,1,1013,50,96.7,0,0,,259,23,23,0,23,23,0,1,2,1,2,0,3,4,2,3,0,0,0,100,100,0,2200,2025,1500,0,1
1476517,10000,10000,10000,60,25.81,298.29,6,3,31000,2,52018,0,9,0,0,2,0,5460,109.2,13,0,0,11781.38097,11781.38,10000,1781.38,0,0,1192020,0,9686.78,19-Jan,0,1,0,0,122194,0,0,0,0,69,0,,0,0,5460,109,5000,0,2,0,2,61097,0,109.2,0,0,194,154,79,18,3,109,,0,1,1,1,3,6,1,4,1,2,0,0,0,92.3,100,0,125000,5460,5000,0,1
1476518,20000,20000,20000,36,10.9,653.83,2,2,50000,1,52018,0,1,5,1,5,0,4297,47.7,16,0,0,20659.68928,20659.69,20000,659.69,0,0,9182020,0,11.24,19-Jan,0,2,0,0,10245,0,1,0,1,19,5948,50,1,2,2576,49,9000,2,0,2,4,2049,2822,51.3,0,0,102,122,8,8,0,17,6,5,2,4,2,6,4,4,11,4,5,0,5,2,56.3,0,0,20850,10245,5800,11850,1
1476519,19475,19475,19475,36,26.77,792.67,10,3,115000,2,52018,0,1,0,0,10,0,38058,74.2,19,0,0,21887.2162,21887.22,19475,2412.22,0,0,10182020,0,18774.47,19-Feb,0,1,0,0,249562,1,4,1,3,9,55254,67,2,4,24434,70,51300,0,1,1,7,24956,13242,74.2,0,0,128,202,5,5,3,5,12,0,5,5,5,5,9,5,7,5,10,0,0,3,100,40,0,296467,93312,51300,82167,1
1476521,16000,16000,16000,60,13.58,368.82,10,1,80000,1,52018,0,5,1,1,9,0,1518,5.5,20,0,0,17181.06072,17181.06,16000,1181.06,0,0,11182020,0,15361.1,18-Dec,0,1,0,0,1518,1,0,0,1,14,0,,1,4,699,6,27400,0,1,1,5,169,14593,7.6,0,0,173,124,2,2,1,2,2,0,4,6,4,4,8,9,11,6,9,0,0,1,95,0,0,27400,1518,15800,0,1
1476522,12000,12000,12000,60,14.03,279.41,10,1,56000,0,52018,0,1,0,3,17,0,2165,9.8,32,0,0,12841.72716,12841.73,12000,841.73,0,0,11182020,0,11463.39,18-Dec,0,2,0,0,191093,2,2,1,2,7,43838,96,5,13,20,37,22200,2,0,13,16,11241,7980,0.3,0,0,142,54,5,5,2,5,0,0,1,2,6,10,9,14,21,2,17,0,0,6,93.8,0,0,220180,46003,8000,48109,1
1476523,8000,8000,8000,36,9.92,257.84,4,2,73000,1,52018,0,1,0,0,5,0,5446,21.5,12,0,0,8291.93382,8291.93,8000,291.93,0,0,9182020,0,7527.23,18-Oct,0,1,0,0,26948,0,1,1,1,12,21502,86,0,0,3357,54,25300,0,0,0,1,5390,10754,33.6,0,0,129,303,59,12,0,59,17,0,2,2,3,4,7,4,5,2,5,0,0,1,100,33.3,0,50300,26948,16200,25000,1
1476524,10200,10200,10200,36,12.61,341.77,3,2,58000,1,52018,0,1,0,1,4,0,4720,62.1,8,0,0,10586.26063,10586.26,10200,386.26,0,0,8182020,0,9917.01,19-Feb,0,1,0,0,36757,0,1,1,2,12,32037,,0,0,2768,62,7600,5,1,11,2,9189,2880,62.1,0,0,34,57,35,12,0,35,4,0,3,3,3,5,3,3,5,3,4,0,0,1,100,66.7,0,44565,36757,7600,36965,1
1476525,33000,33000,33000,36,13.58,1121.15,7,2,150000,2,52018,0,1,2,0,15,0,28901,72.4,27,0,0,33014.69237,33014.69,33000,14.69,0,0,5182020,0,33064.48,19-Feb,0,1,0,0,44631,0,1,0,1,14,15570,61,0,1,8780,67,39900,1,1,4,2,2975,7103,80.2,1,0,101,95,16,14,0,16,1,2,11,12,11,15,7,13,19,12,15,0,2,0,92.6,63.6,0,66368,44631,35900,25478,1
1476526,5000,5000,5000,36,19.42,184.35,7,1,52000,1,52018,0,1,0,1,7,1,8010,52.7,18,0,0,5257.236531,5257.24,5000,257.24,0,0,8182020,0,4899.33,18-Nov,0,2,0,200,361587,1,1,0,0,38,16827,56,1,1,2826,55,15200,1,0,3,5,51655,0,100.9,0,0,164,117,1,1,4,69,1,0,1,3,1,5,2,5,12,3,7,0,0,3,100,100,1,389378,24837,2800,30178,1
1476527,25000,25000,25000,36,9.92,805.75,0.5,1,86000,1,52018,0,1,0,0,11,0,147410,23.8,28,0,0,25856.71969,25856.72,25000,856.72,0,0,11182020,0,805.2,19-Jan,0,1,0,0,171482,1,1,1,1,3,24072,100,0,1,8989,45,238700,0,2,0,2,15589,13070,53.7,0,0,137,407,16,3,2,16,16,0,2,3,4,11,7,10,19,3,10,0,0,1,100,25,0,262772,171482,28200,24072,0
1476528,7500,7500,7500,36,7.46,233.16,10,2,81500,0,52018,0,1,0,0,23,0,11838,31.9,35,0,0,7702.653508,7702.65,7500,202.65,0,0,9182020,0,7009.39,18-Nov,0,1,0,0,59776,3,3,1,1,11,47938,83,3,6,7770,63,37100,1,3,1,7,2717,15111,38.6,0,0,162,154,1,1,0,1,11,0,5,10,6,6,10,19,25,10,23,0,0,4,97.1,33.3,0,94584,59776,24600,57484,1
1476529,6500,6500,6500,36,7.96,203.57,0.5,3,40000,0,52018,0,2,0,0,8,0,10157,21,23,0,0,6709.874094,6709.87,6500,209.87,0,0,12182020,0,966.9,19-Feb,0,1,0,0,10157,0,0,0,0,33,0,,1,3,10157,21,48300,0,0,0,3,1451,38143,21,0,0,108,164,7,7,0,7,,0,1,1,7,12,7,8,16,1,8,0,0,1,100,14.3,0,48300,10157,48300,0,1
1476530,11000,11000,11000,36,12.61,368.58,10,3,57000,2,52018,0,1,0,0,6,0,10551,62.1,90,0,0,11349.08585,11349.09,11000,349.09,0,0,7182020,0,10995.92,18-Aug,0,1,0,0,455094,0,3,3,8,9,444543,141,1,3,5469,90,17000,0,5,2,11,75849,6449,62.1,0,0,144,136,8,8,1,8,9,0,2,2,2,7,79,2,9,2,6,0,0,4,100,0,0,471850,455094,17000,454850,1
1476531,10000,10000,10000,36,7.34,310.33,6,1,72000,1,52018,0,1,0,1,8,0,789,7,14,0,0,10231.25061,10231.25,10000,231.25,0,0,9182020,0,7899.24,19-Jan,0,1,0,0,303468,4,1,1,1,5,9021,90,2,5,461,46,11200,0,1,4,7,37934,8339,5.2,0,0,83,82,4,4,2,22,5,1,1,3,3,5,2,6,9,3,8,0,0,4,92.9,0,0,315766,9810,8800,10000,1
1476532,35000,35000,35000,36,15.04,1213.98,7,1,231500,2,52018,0,7,0,1,19,0,103120,78.5,44,0,0,38505.43476,38505.43,35000,3505.43,0,0,1192020,0,30066.06,19-Feb,0,1,0,0,554417,1,5,1,1,8,65397,56,1,3,21701,68,131300,1,0,5,4,29180,20556,81.8,0,0,127,421,0,0,4,0,0,0,8,10,9,13,15,12,24,10,19,0,0,2,95.5,77.8,0,679391,202348,112900,117378,1
1476533,5500,5500,5500,36,6.83,169.4,10,1,155000,0,52018,0,5,1,1,5,0,8851,26.9,18,0,0,5699.152703,5699.15,5500,199.15,0,0,12182020,0,4686.92,19-Feb,0,1,0,0,472543,1,1,0,2,16,30159,,3,4,8058,27,32900,2,1,3,7,94509,24049,26.9,0,0,135,328,3,3,2,3,3,0,3,3,3,6,6,3,10,3,5,0,0,4,94.4,0,0,508975,39010,32900,37980,1
1476534,26775,26775,26775,36,30.79,1148.26,8,1,130000,2,52018,0,1,0,2,11,0,38628,89,16,0,0,31008.83534,31008.84,26775,4233.84,0,0,11182020,0,25359.14,18-Nov,0,1,0,0,425820,1,3,1,3,12,64823,80,1,2,14574,89,43400,0,0,1,5,38710,9075,98,0,0,128,99,5,5,1,5,6,0,4,7,5,5,6,7,9,7,11,0,0,2,100,100,0,468357,103483,36300,80957,1
1476535,5000,5000,5000,36,18.45,181.9,0,3,75000,0,52018,0,5,0,0,9,0,4466,54.5,32,0,0,5643.878404,5643.88,5000,643.88,0,0,2192020,0,4198.93,19-Feb,0,1,0,0,268172,2,3,4,6,3,42267,86,0,2,2024,81,8200,4,0,1,9,29797,3734,54.5,0,0,145,187,23,3,4,23,8,0,5,5,5,5,20,5,8,5,9,0,0,4,100,0,0,284430,46733,8200,49430,1
1476536,15000,15000,15000,60,16.01,364.86,10,3,65000,0,52018,0,1,0,0,15,1,23180,68,29,0,0,16716.71041,16716.71,15000,1716.71,0,0,2192020,0,13824.51,19-Feb,0,1,0,0,136726,0,4,0,3,16,29543,72,0,3,8368,70,34100,0,0,0,6,9115,5960,75.8,0,0,113,92,15,15,3,15,16,0,7,9,7,9,11,10,15,9,15,0,0,0,100,57.1,1,168109,52723,24600,40944,1
1476537,22000,22000,22000,36,9.92,709.06,10,1,65000,1,52018,0,1,0,0,16,0,19898,50,29,0,0,23466.72526,23466.73,22000,1466.73,0,0,2192020,0,17818.5,19-Feb,0,1,0,484,114767,0,1,1,2,10,12698,50,1,2,5701,50,39800,2,7,3,4,7173,13600,50.9,0,0,165,171,10,10,1,10,10,0,5,8,8,12,8,12,20,8,16,0,0,2,93.1,37.5,0,157281,32596,27700,25184,0
1476538,16000,16000,16000,36,7.34,496.53,10,2,35000,2,52018,0,2,0,1,8,0,14816,44.9,19,0,0,16606.44809,16606.45,16000,606.45,0,0,12182020,0,2.76,18-Dec,0,1,0,0,14816,1,0,0,0,43,0,,1,3,8641,45,33000,1,0,1,3,2117,17184,46,0,0,119,133,6,6,0,14,6,0,4,5,7,10,3,8,16,5,8,0,0,1,89.5,16.7,0,33000,14816,31800,0,0
1476539,16000,16000,16000,36,5.31,481.77,10,1,106000,0,52018,0,2,0,1,9,0,11831,27,25,0,0,16422.09838,16422.1,16000,422.1,0,0,11182020,0,14022.69,18-Nov,0,1,0,0,269959,1,2,0,2,15,72308,81,3,4,6154,50,43800,0,0,1,7,29995,26969,30.5,0,0,121,223,5,5,3,5,5,0,3,3,5,9,8,6,14,3,9,0,0,3,100,20,0,325368,84139,38800,88568,0
1476540,7500,7500,7500,36,19.42,276.52,0,1,27126,0,52018,0,1,0,0,6,1,4820,92.7,10,0,0,7840.372078,7840.37,7500,340.37,0,0,7182020,0,7580.03,19-Feb,0,1,0,0,80138,0,2,0,1,14,24377,66,0,0,2957,69,5200,1,2,1,2,13356,398,91.7,0,0,143,75,29,14,2,29,1,0,2,3,2,3,4,3,4,3,6,0,0,0,90,100,1,97918,29197,4800,36959,0
1476541,6000,6000,6000,36,9.58,192.43,0,3,47880,0,52018,0,2,0,0,5,0,4740,40.2,17,0,0,6270.323425,6270.32,6000,270.32,0,0,11182020,0,5314.56,18-Nov,0,1,0,0,26093,0,2,0,2,18,21353,69,0,0,2457,61,11800,2,0,1,2,5219,7060,40.2,0,0,125,182,30,18,4,30,9,1,3,3,3,4,8,3,5,3,5,0,0,0,94.1,0,0,42929,26093,11800,31129,1
1476542,2500,2500,2500,36,19.42,92.18,1,2,89500,0,52018,0,8,0,0,12,0,8744,96.1,21,0,0,2748.016026,2748.02,2500,248.02,0,0,11182020,0,2292.51,18-Nov,1,1,0,93,33941,0,8,1,2,7,25197,71,0,0,4729,76,9100,3,1,2,2,2828,320,95.5,0,0,164,141,28,7,0,28,7,0,3,4,3,3,17,4,4,4,12,0,0,1,100,100,0,44409,33941,7100,35309,1
